1533506926	565
1533507226	560
1533507526	565
1533507826	565
1533508126	570
1533508426	569
1533508726	567
1533509026	571
1533509326	566
1533509626	568
1533509926	570
1533510226	574
1533510526	574
1533510826	571
1533511126	573
1533511426	569
1533511726	573
1533512026	572
1533512326	568
1533512626	573
1533512926	586
1533513226	582
1533513526	586
1533513826	583
1533514126	582
1533514426	585
1533514726	582
1533515026	595
1533515326	589
1533515626	595
1533515927	583
1533516227	579
1533516527	589
1533516827	586
1533517127	590
1533517427	593
1533517727	593
1533518027	596
1533518327	595
1533518627	595
1533518927	596
1533519227	601
1533519527	600
1533519827	600
1533520127	605
1533520427	602
1533520727	609
1533521027	606
1533521327	607
1533521627	606
1533521927	609
1533522227	609
1533522527	614
1533522827	617
1533523127	619
1533523427	625
1533523727	621
1533524027	618
1533524327	619
1533524627	620
1533524927	621
1533525227	624
1533525527	626
1533525827	636
1533526127	625
1533526427	626
1533526727	631
1533527027	639
1533527327	638
1533527627	632
1533527927	630
1533528227	633
1533528527	633
1533528827	628
1533529127	634
1533529427	638
1533529727	636
1533530027	644
1533530327	639
1533530628	642
1533530928	645
1533531228	646
1533531528	640
1533531828	648
1533532128	634
1533532428	357
1533532728	313
1533533028	305
1533533328	305
1533533628	306
1533533928	310
1533534228	303
1533534528	303
1533534828	303
1533535128	305
1533535428	304
1533535728	302
1533536028	301
1533536328	308
1533536628	306
1533536928	305
1533537228	314
1533537528	313
1533537828	315
1533538128	316
1533538428	312
1533538728	310
1533539028	314
1533539328	310
1533539628	316
1533539928	318
1533540228	325
1533540528	314
1533540828	324
1533541128	326
1533541428	328
1533541728	334
1533542029	327
1533542329	340
1533542629	341
1533542929	340
1533543229	344
1533543529	346
1533543829	345
1533544129	349
1533544429	350
1533544729	352
1533545029	354
1533545329	365
1533545629	354
1533545929	358
1533546229	363
1533546529	366
1533546829	373
1533547129	369
1533547429	368
1533547729	373
1533548029	373
1533548329	372
1533548629	375
1533548929	382
1533549229	380
1533549529	377
1533549829	387
1533550129	384
1533550429	382
1533550729	385
1533551029	389
1533551329	388
1533551629	392
1533551929	389
1533552229	391
1533552529	400
1533552829	393
1533553129	394
1533553429	394
1533553729	400
1533554029	399
1533554329	400
1533554629	398
1533554929	399
1533555229	399
1533555530	400
1533555830	410
1533556130	403
1533556430	412
1533556730	403
1533557030	406
1533557330	411
1533557630	411
1533557930	410
1533558230	409
1533558530	408
1533558830	411
1533559130	415
1533559430	415
1533559730	423
1533560030	416
1533560330	417
1533560630	421
1533560930	416
1533561230	416
1533561530	420
1533561830	421
1533562130	425
1533562430	426
1533562730	423
1533563030	426
1533563330	426
1533563630	426
1533563930	426
1533564230	426
1533564530	432
1533564830	430
1533565130	426
1533565430	433
1533565730	428
1533566030	427
1533566330	429
1533566630	429
1533566930	429
1533567230	429
1533567530	434
1533567830	433
1533568130	438
1533568430	435
1533568730	435
1533569030	434
1533569331	441
1533569631	437
1533569931	435
1533570231	437
1533570531	437
1533570831	438
1533571131	440
1533571431	441
1533571731	435
1533572031	438
1533572331	441
1533572631	441
1533572931	441
1533573231	447
1533573531	442
1533573831	442
1533574131	440
1533574431	442
1533574731	442
1533575031	445
1533575331	442
1533575631	446
1533575931	450
1533576231	442
1533576531	445
1533576831	447
1533577131	452
1533577431	449
1533577731	448
1533578031	448
1533578331	446
1533578631	448
1533578931	440
1533579231	447
1533579531	445
1533579831	445
1533580131	449
1533580431	448
1533580731	449
1533581031	446
1533581331	446
1533581631	449
1533581931	447
1533582231	449
1533582532	447
1533582832	449
1533583132	449
1533583432	456
1533583732	457
1533584032	449
1533584332	452
1533584632	447
1533584932	459
1533585232	448
1533585532	457
1533585832	452
1533586132	453
1533586432	452
1533586732	457
1533587032	450
1533587332	449
1533587632	458
1533587932	451
1533588232	453
1533588532	460
1533588832	452
1533589132	453
1533589432	456
